"video_id","uploader","interval","category","length","views","rating","total_rating","comments","related_id"
"KC0vtl3O8EA","ppcatalunya","1057","News & Politics","156","87479","3.37","285","0","aX0uIqK7hd4"
"12Z3J1uzd0Q","kaejane","404","Film & Animation","615","65341925","3.03","9189","5508","innfyQZHPpo"
"aRvfaSnD4Wk","Milienkov","639","Entertainment","25","2544","3.77","26","38","aIiRFSCgGu4"
"9W-ErpaH3aY","CatalanPhoenix","1102","News & Politics","90","633","4.08","13","38","aIiRFSCgGu4"
"4z33tJ87p3Q","5ilviaMC","1026","News & Politics","255","227","5.0","3","1","aIiRFSCgGu4"
"5ugrDYxWJDo","Diruncat","933","News & Politics","116","2695","4.76","25","30","gcbc-EA6O5s"
"ace9bNGlHOc","spidermancat","767","Entertainment","213","19467","3.8","255","1006","tTn-VMC-7SE"
"u8FLmc18lRw","Gerardpb2","1096","News & Politics","44","712","2.2","5","12","hSUnPOjnWKA"
"VAmz8MNZdlk","Azathyel","998","News & Politics","157","135148","4.53","158","1191","VBGHer3yFyc"
"UyyBaevqMww","rabadan101","1115","Howto & Style","32","336","5.0","5","26","aIiRFSCgGu4"
"F7Vz6GZJJOg","rtve","973","News & Politics","2365","189406","4.62","1310","1531","QNjTZaKj9_s"
"Hk7govuuGTM","alcachon","1056","News & Politics","157","30675","2.56","16","37","Qo-SDvU0oio"
"V7676EC06oc","nadiaubc","728","Music","197","425672","4.86","556","250","552k0ifjuDw"
"Tr4n6z4Fzw8","jgrandin1","1088","Film & Animation","55","124229","4.43","468","570","94iXddskcFs"
"552k0ifjuDw","KatharineMcphee","877","Music","182","1598694","4.65","4516","4887","dfzEbmBEh_Q"
"AlIuq0lzayQ","Lyonstomb","516","Film & Animation","48","9378","3.54","26","13","Tr4n6z4Fzw8"
"BrY4tGRltyg","jgrandin1","1128","Film & Animation","32","28530","4.51","156","166","7NNZ5Jo51Y8"
"ZxEazBfPVFg","MrRenaissance","634","Music","188","444308","4.88","907","393","PQBW6G0hSrs"
"_z0K7EnvlO4","EA","986","Entertainment","32","656275","4.46","1054","606","ccIft11y4IU"
"0eFPitLcnww","kylie4ever","549","Music","244","493706","4.87","1062","410","PBpAjXIqmv8"
"EwTZ2xpQwpA","TayZonday","796","Music","292","16841569","4.23","83514","129200","2x2W12A8Qow"
"nsZyKYI4v4w","sliq1","328","Music","330","106983","4.83","390","190","GawjgH17jBw"
"FWuYa5NiYqk","chuwichuwi","1064","Film & Animation","78","88091","4.78","159","68","COMW3IruNMo"
"S200yY07M3Q","Scot90230","520","Music","236","290947","4.89","859","285","V7676EC06oc"
"njsWZ7J35Us","startcooking","1080","Education","156","1369522","4.66","753","816","4rh0ncjRN1E"
"94iXddskcFs","jgrandin1","1084","Film & Animation","127","479109","4.39","2121","1672","Qehxjub5lyo"
"5EBDs41Cro0","samselthedamsel","636","Film & Animation","269","500517","4.18","2807","2011","AfeddZI3OVM"
"0lbkZFePY7U","hayleydaley","1083","Education","377","332","3.0","2","0","7NNZ5Jo51Y8"
"MhH-aMGC26Q","jgrandin1","843","Comedy","121","50397","4.86","258","129","Qehxjub5lyo"
"2r3K1wV3KuA","jgrandin1","1122","Comedy","177","27255","4.44","154","113","UDmEGebskXk"
"5A1KZKksGKE","nhaxonline","615","Music","197","314843","4.9","493","234","V7676EC06oc"
"XfBvOdtC_ig","criscastillo","1115","Music","260","4015","5.0","3","1","MLaCDgpv_-M"
"MLaCDgpv_-M","VideosAlexCampos","1118","Music","260","4324","5.0","5","8","fdxmhE5EzH0"
"aMle2yEw3_w","JulesRogerson","1126","Music","260","328","5.0","1","0","fdxmhE5EzH0"
"_LZel6Mu_xE","diegomaltaespinoza","769","Music","391","142839","4.98","164","64","Z9N_7Eud_4o"
"sWI0yZnnChk","AleOrganza","1132","Entertainment","260","55","0.0","0","0","XfBvOdtC_ig"
"fwG-PLo14vw","anglikyhery","1129","Music","260","118","5.0","1","3","XfBvOdtC_ig"
"XKDZX5knONk","musicboom","722","Music","320","323720","4.87","306","145","jceADcXnNfs"
"IyNcSJjY8HU","EdgarSamuelAguilar","906","People & Blogs","51","2769","4.0","1","1","8G-o6qNEMkQ"
"oRym9uuVDKk","ifernand2007","1086","Music","349","1799","5.0","3","3","E4jb-Rqnbes"
"8G-o6qNEMkQ","YanM","714","Music","226","11508","3.67","3","2","FKV5Wenmb1s"
"FKV5Wenmb1s","CarlosRGG","777","Music","230","25167","4.69","16","5","8G-o6qNEMkQ"
"yRZDnnlefPg","tigres55","980","Music","327","3107","4.0","4","4","togX-qoHSWg"
"Hb10jIWcPTM","abfunky","966","Music","350","56978","4.91","54","12","koLEaXXDcTg"
"GxW6Dsg9CB0","valmind39","1089","Music","349","5254","4.91","11","6","wLJ2QATX6K4"
"o0peFCNLNHg","ZackScott","872","Pets & Animals","183","230521","4.63","855","1899","3DsaXfNgQZ4"
"yGFRi_ueq-M","dannyo8","599","Entertainment","283","480896","4.76","1607","1474","pjak4ByHnco"
"KGBE0c2OJKI","ZackScott","1120","Entertainment","503","38797","3.98","208","181","M3r2XDceM6A"
"#NAME?","ZackScott","823","Comedy","174","1216031","4.13","6579","6489","fN_KXg3BsxM"
"VBsOW3q_ABY","ZackScott","1128","Pets & Animals","85","77607","3.77","514","870","M3r2XDceM6A"
"Nad5AJaIcBI","docjazz4","684","Music","42","686418","4.79","2522","2587","5UxUbB1NgZE"
"pFlcqWQVVuU","raw64life","404","Entertainment","66","6618744","4.73","17739","14274","DpJyG7B6tAI"
"7Z12pSrZ-fU","GovernorWatts","779","Entertainment","517","109999","4.76","655","359","yGFRi_ueq-M"
"x8dvgw-lHrU","ZackScott","1107","Pets & Animals","52","28601","4.58","202","151","oshRO6QWwtk"
"ayBMe5AvwhI","blankoboy","289","Entertainment","381","130408","4.76","603","499","7Z12pSrZ-fU"
"7_4VZOjKRxA","rickst13","431","Entertainment","125","654377","4.61","1911","1273","1kvdq8cRNBM"
"pjak4ByHnco","laffer35","863","Entertainment","600","463532","4.8","1563","2079","um-GMygsRg4"
"G6GoiaHQHYc","ZackScott","545","Comedy","21","57524","3.6","161","195","50qdydTV6BY"
"WfKxpmnAFRw","pleomax","447","Entertainment","116","490392","4.76","1234","740","nojWJ6-XmeQ"
"YaUmcG3iors","EricTucson","738","Entertainment","158","78711","4.49","107","83","AjUpe7Oh1j0"
"MEk-gj0douk","TinWhistler","1005","Music","255","679096","4.08","4918","3594","Bm7Qc4ftaOE"
"oshRO6QWwtk","ZackScott","1105","Pets & Animals","133","26827","4.77","229","277","x8dvgw-lHrU"
"p5cPVP_llfo","Wii","639","Entertainment","121","2523258","4.7","7359","7833","73yDRm8KaWY"
"nO37jzM59SM","G4TV","672","Entertainment","138","718533","3.94","3073","1674","asVXkbbQR3k"
"kKp7mhKrQQI","ZackScott","718","Entertainment","173","60419","4.71","630","499","#NAME?"
"h4VYWGz8Okc","AuthorRDK","622","People & Blogs","289","498","2.33","3","0",""
"H2p_A9v4hKc","partyier777","1130","People & Blogs","40","9","0.0","0","0",""
"DJkJgN-X-DU","Adyshya","915","Comedy","38","11","0.0","0","0",""
"koXLT1bA5Y8","videosLAV","902","Entertainment","51","375","0.0","0","3",""
"5R5oh8AIguE","CaiganMythFang","783","Entertainment","574","7393","5.0","23","27","hXqKagsGI0c"
"PtJtav8HpF0","soz88","568","People & Blogs","12","63","0.0","0","0",""
"k67oCuyNQCw","tuffsy46","834","Entertainment","518","168","0.0","0","1",""
"uqkgFGwnndQ","alviarezjaac","805","Comedy","64","55","5.0","1","0",""
"CiugCYuTH7I","mikeyis","579","Comedy","228","295","5.0","1","0",""
"hUEd1lE0hg4","chapulinxr","1111","Education","75","73","5.0","1","2",""
"zk6tMmEM-xs","Allenh02","1000","People & Blogs","60","438","5.0","3","1",""
"RxVxnB-GKRQ","Wrathdemon","951","Music","194","95","0.0","0","0",""
"3yL491l4S9k","chapulinxr","1111","Comedy","141","46","0.0","0","0",""
"qXy1IOvkNQw","ceet33","788","Entertainment","174","275","4.4","5","5","GQqgPrPfCnw"
"p3KUWT4dfYY","matty0191","1131","Comedy","172","50","0.0","0","1","SELD4p184-E"
"AJ9kRIgbMW8","RFury","864","Autos & Vehicles","625","3041","4.5","4","0","YH1uYYjQFsU"
"Fvmi2zROPbc","JezMM","922","Comedy","81","1206","4.74","31","16",""
"HqZ9UkwbGDc","Fameforever","854","Music","188","1519","5.0","8","1","1jVQ8GYvINA"
"ktnEtJt9WHM","GwnythsPal","1069","Film & Animation","59","148","0.0","0","0",""
"VcMUM_w9M5I","paulscrabz32","878","People & Blogs","38","489","0.0","0","3",""
"OeNRl4glyqo","notdavidlynch","1113","Comedy","89","46659","3.99","290","143","Ddp012WOO7A"
"RPqfTHK65CI","notdavidlynch","1113","Comedy","137","19808","4.36","152","49","AvZzwZU5CFg"
"wwiYWUwcj04","notdavidlynch","1113","Comedy","52","7269","4.21","53","21","OeNRl4glyqo"
"ay7QdNqDbx0","HighFlyingDutchman","1114","Entertainment","76","1027","3.86","14","14","V4Os0Ne87-M"
"vesLi7kqTek","notdavidlynch","1120","Comedy","177","21342","4.58","214","103","OeNRl4glyqo"
"HmktLUEbAxg","notdavidlynch","1113","Comedy","71","5473","4.63","51","21","aRwxTbkg50Q"
"Rfi-IQhV-50","kippoe","461","Entertainment","150","453","3.75","4","1","L5pE1my2U1o"
"3ppFowjLOuc","zoltai9","969","Film & Animation","342","958","4.29","7","12",""
"FQRRPM8pVJI","docMango","962","People & Blogs","503","608","5.0","1","0","OQbvWdOzFNQ"
"gkp-Ik97dz0","20alex","903","Entertainment","64","6503","4.97","34","26","2debV8fkLhc"
"1U96Us5eSf0","videochick770","1128","Film & Animation","113","1724","5.0","4","7","uMnekeLTUrw"
"L5pE1my2U1o","gabrieleclub","1078","Film & Animation","87","1604","3.33","3","0","Ubqc6I1PynQ"
"Qja9Qn4V07A","notdavidlynch","1113","Comedy","16","787","4.19","16","0","cCzWVQfrJ_E"
"vZSMFQbf6TE","voytex86","1117","Entertainment","494","1009","5.0","6","5",""
"z7sLFhTVMyE","60frames","1101","Comedy","206","4263","4.97","29","17","6yFHH8suGLw"
"o2WF1aH-9-c","noabsolutes","517","Entertainment","7","2853","4.33","3","0","36aONSPSlMo"
"ZLWatob_IBU","StorytellerMedia","1111","Entertainment","227","31874","3.45","44","54","5-6-zx6ux6c"
"VZh0X0BSK58","notdavidlynch","1113","Comedy","35","563","5.0","4","3","2AfcL6bf1aM"
"2qt1gm4OdHo","wetvonrte","1122","Music","116","4730","4.16","25","21","e2NCHOvkfZc"
"UMH86_UqFw4","KokoKaina","1032","Music","183","663261","4.76","4422","4282","eVFF98kNg8Q"
"OGugi9vHGEA","seeso","944","Music","224","1210197","4.21","6430","6304","jRZjxyAt6Zs"
"kWNZyMpiY6w","Isaacthompson","807","Music","286","287468","4.35","1235","800","bwqUV7tNISY"
"zrsHyFw-SmA","Izzybella89","704","Music","169","313541","4.47","2644","3013","9w_VLlIfh0I"
"LST222h9sjk","KokoKaina","1010","Music","158","34765","4.92","425","416","UMH86_UqFw4"
"i2IYI1EfwLE","royse","591","Music","204","439281","4.87","1200","1703","pD5Y2DFunj0"
"lOO9PbcyuV0","LKS317","1058","Music","326","7487","4.65","26","9","BAhpnKwi9ns"
"XSfKrDyqMOE","qeqo23","1106","Music","281","213114","4.37","418","318","BN9qSilocKc"
"NDbNb34fHJ0","miaarose","683","Music","248","1682470","4.67","8515","6094","60lqUDWdP5Y"
"CQMUSoQChy4","modernoracle","942","Music","271","3350","4.82","233","265","P6ipuXvYGGg"
"-5vW9TUwiVo","modernoracle","1018","Music","25","1365","4.77","73","94",""
"YPQ29j_sPj4","zzzzzzzzap","906","Music","143","252266","4.45","1576","1487","6yL_oCAU5pw"
"jqdNYxJYAmQ","ReinaDelCid","1088","Music","167","21478","4.83","249","279","LLAwpINKtfA"
"_YiT1SCtehg","capo420420","1040","Music","234","10928","4.85","326","325","rwGQjRyKbx0"
"mFh38dd8rto","skatefarmerftw","817","Music","146","6996","4.67","36","42","#NAME?"
"MnYtvFSW79U","Toaana","860","Music","169","341690","4.51","1943","2064","#NAME?"
"ZE3QS_02R_s","modernoracle","993","Music","523","999","4.84","89","115","ubM00J4_624"
"28jgpGsmQjU","modernoracle","1117","Music","597","3761","4.83","109","118","T5ngld53aME"
"Wmuc0E4OKwg","pbneurogirl","937","Music","170","1275","4.43","14","17","Zg9HJiJXR_U"
"pTfPY_ZG27k","isisip","852","Music","158","11617","4.95","78","54","MeNe88JC2LA"
"1LxOL9m254k","Mastesto","1136","Pets & Animals","642","247","2.94","17","54","qWlLtD3SmaM"
"qWlLtD3SmaM","batermaster77","1135","People & Blogs","213","755","4.75","4","6","kvzXh92JNaQ"
"XgPYWce0wBA","Jamanfilms","1129","Entertainment","19","3944","3.67","6","2","1LxOL9m254k"
"qsMay_2rcwI","Jamanfilms","1129","Entertainment","22","1407","5.0","5","2","1LxOL9m254k"
"3W9BvU6rTTI","Jamanfilms","1129","Entertainment","9","1959","2.0","8","3","1LxOL9m254k"
"7WfAsU_GDaU","Jamanfilms","1129","Entertainment","19","1747","3.4","5","5","1LxOL9m254k"
"EP8DiLsfpWI","bihwiLoganqjrg","1135","Music","32","373","3.0","2","1","DlV-hIdq1Xw"
"DlV-hIdq1Xw","davoodnpussy","1135","Music","142","587","2.5","14","5","04ERBsim9rc"
"04ERBsim9rc","ernielunati","1135","News & Politics","610","294","3.0","4","2","sLia4r0G63k"
"30QZ-_tDt5g","ringtones1221","1135","Music","24","179","1.0","3","1","EP8DiLsfpWI"
"G5OvBzAItc4","taiwanesemobster","1135","Nonprofits & Activism","203","532","2.5","4","3","04ERBsim9rc"
"FucueXhLVbI","taiwanesemobster","1136","Nonprofits & Activism","125","61","0.0","0","0",""
"taxVso5ya-g","","NULL","","NULL","NULL","NULL","NULL","NULL",""
"9LMNjJmVGzg","OhMyPadalecki","1134","Entertainment","128","987","5.0","9","6","taxVso5ya-g"
"EcSr2FgTvLA","jjfridge","1134","Entertainment","123","1974","5.0","9","7","jQ4LzUkJTF8"
"CGVdSWkoyYU","julvett","1134","Music","184","3957","4.9","48","41","Tdq5Hu7gyMc"
"jQ4LzUkJTF8","","NULL","","NULL","NULL","NULL","NULL","NULL",""
"m3fs96iGPPg","ralphm1999","1135","Entertainment","291","561","4.82","11","8","2i8PfY_o9eY"
"59S7hb34YSg","akersora","1135","Entertainment","306","347","4.67","9","4","jQ4LzUkJTF8"
"qKRNutIkrJE","keajgeiaibv","1135","Music","206","535","4.75","16","10","nNtNyEzwrqM"
"ZJmf2yH87hA","sora99252","1134","Entertainment","80","1923","5.0","5","8","SMiDoBOFnoo"
"XS2ydPaTDl0","davoodnpussy","1135","Entertainment","48","51","0.0","0","0","Tdq5Hu7gyMc"
"I1c0uS5wkto","hotelangel","1135","Entertainment","571","1657","4.44","18","33","OZopJClcGvo"
"Xz5amzknTSY","Madrosed","1135","People & Blogs","648","3671","3.97","38","58","97nQ3v8L1Gw"
"rR4r5OPmTf0","arrestedtube","1135","Music","579","277","5.0","2","0","l5FadrXr-NM"
"GIK2MvqG3a4","ernielunati","1135","Comedy","87","59","0.0","0","0","jFh6R31NbeA"
"jcbEI-vpGdc","pennyccw","1091","Sports","499","19557","4.78","40","78","7OT4IzLGhQc"
"E_oqvY3-Llw","ToszeDysan","877","Comedy","17","27348","3.59","29","35","lzv9ytmn2Zk"
"7rlM0lwiRx0","thelebronjamesblitz","1120","Sports","74","1384","4.0","5","2","mVIBGxzrhas"
"Oe5IKgKKjJw","kOrOne79","1122","Sports","600","5093","4.85","40","47","mlolzcidq0o"
"q2km6Nkkq_c","wookiielover","1134","Music","128","10700","4.82","77","72","9v02quhKY2s"
"C6-c6F_sMXQ","kushtv","975","Sports","312","6555","3.5","4","14","1bhcs_87NOQ"
"RwG93EXRBlo","kushtv","1054","Sports","377","563","5.0","1","2","aHiympVfKYI"
"degHabvOFqs","kushtv","1056","Sports","307","349","0.0","0","0","gsQcSQmad5w"
"5cUNdCpcK14","kushtv","1053","Sports","197","3728","5.0","1","4","ZVKb9i5nIcg"
"xMdSLbRS9fE","kushtv","988","Sports","288","720","3.67","3","2","C6-c6F_sMXQ"
"#NAME?","kushtv","1053","Sports","243","1371","5.0","2","2","ZVKb9i5nIcg"
"aHiympVfKYI","kushtv","1045","Sports","234","780","5.0","2","1","C6-c6F_sMXQ"
"kaFhoj9Up5U","kushtv","1067","Sports","146","864","5.0","2","1","#NAME?"
"ZaUNVaS6iVM","kushtv","1053","Sports","126","530","5.0","1","2","#NAME?"
"gsQcSQmad5w","kushtv","1046","Sports","165","341","5.0","1","0","C6-c6F_sMXQ"
"Hi_m7pWgIDI","kushtv","1106","Sports","120","4832","4.67","3","0","1Vg4BTPIqbI"
"sw0v1jsa3Sc","kushtv","934","Entertainment","142","2636","3.4","5","8","C6-c6F_sMXQ"
"Fr_nAn_uo70","kushtv","983","Entertainment","92","3835","4.0","4","5","sLGLum5SyKQ"
"70mlGW43hiQ","kushtv","1032","Sports","251","365","0.0","0","2","ScTQgymF858"
"2IWmLdXJHhU","kushtv","1056","Sports","259","164","5.0","3","1",""
"Ok_MqfnuOxc","kushtv","962","Sports","269","10089","3.14","7","6","C4zVZbi9cBM"
"65A-DOqRfAc","kushtv","1127","Sports","212","1880","3.0","1","2","dqAnr6xlLoU"
"uY_ErzKCoEM","kushtv","1016","Sports","345","417","3.0","2","1","ScTQgymF858"
"1bhcs_87NOQ","kushtv","967","Sports","260","35709","3.14","28","11","ZVKb9i5nIcg"
"IoooP-eyeic","kushtv","996","Sports","252","922","3.0","4","1","C6-c6F_sMXQ"
"H1QwMMjLITA","recordpool","1133","Music","243","1325","5.0","3","5","2juAlJWjlrQ"
"UWA2cfWmoIk","youngkingz12","1134","Music","227","1541","4.4","5","5","2juAlJWjlrQ"
"_vQ1P7aHgDA","Chaos33176","1098","Entertainment","354","6860","4.6","5","29","maEWEcovkYY"
"IiK1WsClwuY","Chaos33176","1098","Entertainment","75","1928","5.0","1","5","_vQ1P7aHgDA"
"l8GNSphSSrk","ravi1992","1135","Music","227","244","4.5","2","3","H1QwMMjLITA"
"XHD5_dpXXDM","Chaos33176","1116","Entertainment","257","933","0.0","0","8","qF5IN7MNidg"
"1lePFL2z0Ug","8d193","1135","Music","227","718","4.67","3","2","2juAlJWjlrQ"
"9T6ePuZoUtk","lacesfashion","1135","Music","227","512","5.0","1","5","2juAlJWjlrQ"
"TDi3k-0qHaM","MadeByMee","1135","Music","227","393","4.0","3","2","2juAlJWjlrQ"
"QPS6mW2vG2s","bhzin08","1136","Music","227","414","0.0","0","0","2juAlJWjlrQ"
"H0Ddr5qu8xU","lololi45","1134","Music","227","117","5.0","1","1","2juAlJWjlrQ"
"9pnmbIquRFI","TopyFreeqtlnh","1135","Music","227","222","5.0","1","2","2juAlJWjlrQ"
"TzppVdSjwKM","ringtones1221","1135","Music","227","89","5.0","1","1","2juAlJWjlrQ"
"VvVNZ1R7xPM","soniajohnson","1087","Entertainment","108","1204","5.0","3","5","Fs04dVrBEKo"
"Fs04dVrBEKo","soniajohnson","1087","Entertainment","68","844","5.0","1","0","VvVNZ1R7xPM"
"C1tuE38-HME","Chaos33176","1135","Entertainment","174","228","0.0","0","7","2UF_k0UXFF4"
"4dpDlMGKE2A","Chaos33176","1136","Entertainment","25","62","0.0","0","0","2juAlJWjlrQ"
"yAFl5RgTM4E","Wolfwood824","960","Entertainment","492","914","5.0","4","2","gTHSUk9_VME"
"SpcvDfCXjfI","ZeromusX","935","Entertainment","455","536","5.0","3","2","IM40nY39vPM"
"rvsWvMqBW6E","ZaffireWolf","1053","Comedy","606","1405","5.0","5","1","B_AnA9FLFd4"
"CyrZR3BSH5o","paulpierce21","605","Sports","13","632910","2.59","1162","1124","163Gmoy8Qis"
"lgO8P__M_0Y","NBA","1124","Sports","142","253695","4.75","449","641","LZqNa8gBuQ0"
"R--NIgzhVo4","NBA","1125","Sports","123","221778","4.84","317","476","Uem8I4af_d4"
"yoQqCG4QlMw","NBA","1122","Sports","133","208431","4.73","253","422","kdEULgZYxK8"
"Uem8I4af_d4","NBA","1125","Sports","132","203587","4.56","267","527","lgO8P__M_0Y"
"_FnwTj0OuFE","NBA","1117","Sports","129","242227","4.48","384","423","aPg1yvj7thA"
"lXN82kuefuc","NBA","1131","Sports","134","189610","4.8","333","565","R--NIgzhVo4"
"kdEULgZYxK8","NBA","1121","Sports","134","273375","4.53","364","576","MShcKDNEIMM"
"LZqNa8gBuQ0","NBA","1122","Sports","111","139914","4.47","251","244","yoQqCG4QlMw"
"8NErNYSvoXo","NBA","1126","Sports","115","178527","4.57","245","342","R--NIgzhVo4"
"uyRr5GWOVxw","NBA","1130","Sports","125","218047","4.46","340","527","S0L8uPyuz2I"
"L8jeYLD6ep0","NBA","1119","Sports","131","183325","4.43","286","407","aPg1yvj7thA"
"veIGD7PZgRA","NBA","1111","Sports","140","209858","4.81","406","574","8Z9zX9G40P8"
"MShcKDNEIMM","NBA","1119","Sports","125","231532","4.64","338","369","L8jeYLD6ep0"
"Z5gzABSZSX8","NBA","1113","Sports","133","217438","4.81","341","449","M55YbS3De1w"
"M55YbS3De1w","NBA","1113","Sports","124","167543","4.59","335","322","veIGD7PZgRA"
"8Z9zX9G40P8","NBA","1111","Sports","133","231150","4.66","438","406",""
"aPg1yvj7thA","NBA","1118","Sports","132","207932","4.8","371","336","_FnwTj0OuFE"
"Mf7Gpx-FpE4","NBA","1115","Sports","130","109177","4.84","292","356","Z5gzABSZSX8"
"w3qyXe65iWw","NBA","1129","Sports","135","117343","4.81","298","395","KINcasT279Q"
"suonY2pakOA","InternationalGoalz","1135","Sports","119","1906","3.67","3","0","2Yf9GbpzH9U"
"IeCngZtMsQk","","NULL","","NULL","NULL","NULL","NULL","NULL",""
"pjJqoHPfAYo","swaykg","1135","Sports","44","10873","4.88","25","42","tbNf975Zt1U"
"eHT8dDjvhP8","Mill3","770","Sports","9","2493","5.0","2","2","011bZQK8XR8"
"b0dHzSCrSTk","mhf1029","770","Sports","102","5066","4.8","10","5","yqGXR4UWIQ0"
"011bZQK8XR8","andr3sfc","770","Sports","250","32131","4.74","19","13","itFHD6B2yWU"
"nMdp_QiA62E","lucalciotv","1135","Sports","83","4919","5.0","8","8","pjJqoHPfAYo"
"XQw2p5_wVog","jasonkarlmarx","1086","Sports","94","56395","4.33","57","110","LdGh1eyrFd8"
"5ffuzbk-4zw","celocrftv","937","Sports","348","11186","4.44","9","23","OE4TSri8kYM"
"Nqf9Qvv-8Ls","SteauaOnlineCom","721","Sports","73","3678","4.83","12","5","IV7PyQzhte4"
"ihsfQxZ3Y8c","seoirse777","1087","Sports","36","1148","0.0","0","0","XQw2p5_wVog"
"FC5L2rgBmyg","bl4ckw0rld","1027","Sports","33","739","5.0","1","0","r7KrNMlR7Hk"
"V87j3RGKesc","faithful41720","1109","Sports","21","328","5.0","2","1","JsD1HOEqyNc"
"JQHCN7llkMw","MrGhaa","1096","Sports","48","253","0.0","0","0","E9FOAJifsu0"
"jWLqji_A7B8","w1ll14m","1044","Sports","180","3653","3.0","5","1","r9Q3Lp029r8"
"4OYZLDSVyrs","MatijaR10","768","Sports","43","3228","5.0","1","1","TveyK1XX-CY"
"3fMzE-I8PN4","KICKABOLAdotCOM","721","Sports","152","19681","4.84","25","65","LLl_ZP981zc"
"3kKjC6ZFz7I","cezo007","937","Sports","30","7925","4.25","8","3","YYnzLdGX-KU"
"ip1G6JCKGc4","kid76kid","1064","Sports","49","338","0.0","0","2","PNuDcqwzm9c"
"0HheRPnqkT4","caffeinemetal","721","Sports","73","2722","5.0","7","4","D3_i56N3uQs"
"cyz7w4aLZiY","pussycatdollsworld","1135","Music","15","305","0.0","0","0","U_pY2PS3ryE"
"0WbI0rZvrG8","samab15516","1133","Entertainment","30","679","4.0","1","0","zIlc-BjOpxE"
"ZpzZp2dm5wo","digitalhoodlum","770","Music","308","34395","4.61","61","63","PMzYBzI1xkg"
"ACbk87esiAA","itesd5f51","1133","Entertainment","29","288","0.0","0","0","UzbFj5PluTw"
"MLkGZgpsu-c","samabf281f","1132","Entertainment","30","112","0.0","0","0","8dQwQrEPqhk"
"MTw1jmMHIcU","rothiac80a1","1133","Entertainment","30","207","0.0","0","0","C1Nc10EWlJ8"
"iT-QzmCPlso","ildiwc026","1133","Entertainment","30","157","0.0","0","0","GbfNeawXhL4"
"up54Jrptzqk","digitalhoodlum","770","Music","332","14754","4.85","47","45","ZpzZp2dm5wo"
"WjNU24ltvR4","altitudetv","1129","Music","191","223","0.0","0","0","oujRTaC_v0c"
"v1lylYF1L0I","digitalhoodlum","770","Music","318","1436","5.0","1","1","0dZJpTQrBjQ"
"Wg0pDpM6_oM","digitalhoodlum","770","Music","208","960","3.5","2","2",""
"b9o-1y5PtDg","hollywoodtv","1128","Entertainment","163","546","3.67","3","6","SSe_pcZHApI"
"NsZHmifwamE","kayvontv","870","Comedy","228","14820","3.07","41","16","TkkzoQdkmeQ"
"SzYF3_7VnUo","playboy","764","Entertainment","225","391060","2.46","528","4","_sBfP8yv96Q"
"AIiMa2Fe-ZQ","barelypolitical","1080","News & Politics","90","3695341","3.37","4899","4164","5FnHqN0DN8A"
"u4HU_l5u0h4","94melee","1081","News & Politics","90","109155","3.77","144","146","AIiMa2Fe-ZQ"
"8Bpojk-NDuk","hansinfann","1085","Entertainment","54","8106","4.67","3","5","AIiMa2Fe-ZQ"
"VIgHXH3shEw","sbloob","1083","News & Politics","74","4256","3.75","4","4","AIiMa2Fe-ZQ"
"YRBec3jUg1M","obamaguy","1082","News & Politics","10","3708","5.0","1","14","AIiMa2Fe-ZQ"
"i8fs32KfiNM","AxiForum","1082","Film & Animation","90","5720","3.67","6","7","H322VCaBOP0"
"QoKQMhQkZqM","mrmoneyun","1080","Entertainment","62","183","0.0","0","0","XzlBP0Y6Z6o"
"ajRufWkca74","XboxBrain","1087","Entertainment","91","178","0.0","0","0","ot4jFZ_owhs"
"AvLs3buFTnU","secretsofwealth","1122","News & Politics","91","82","0.0","0","0","qZCJI-YDFnc"
"urhjkVO_t3A","hansinfann","1085","Entertainment","47","1271","1.0","1","1","AIiMa2Fe-ZQ"
"NJwShg2rBF0","thizzbabi123","1047","Music","264","12307","2.21","14","6","AIiMa2Fe-ZQ"
"YwTW_NxJLf8","mrdollarun","1080","Entertainment","62","1679","0.0","0","0","Fi7Y0A0Qwuk"
"TdAVOnHwj18","mrdollarun","1080","Entertainment","62","1598","0.0","0","0","u4HU_l5u0h4"
"wEm3akbn4zQ","mrdollarun","1080","Entertainment","62","878","0.0","0","0","u0rzu4Kbx7s"
"fvOmbvC3IvA","mrdollarun","1080","Entertainment","62","313","0.0","0","0","AIiMa2Fe-ZQ"
"Sk-7SnKuigg","mrmoneyun","1080","Entertainment","62","445","0.0","0","0","hh0nVc0NYTE"
"DDOk4MTCHUU","mrmoneyun","1080","Entertainment","62","351","0.0","0","0","pj6aZxjpF8A"
"v28Fks7zOG8","mrdollarun","1080","Entertainment","62","75","0.0","0","0","Tkvo6tFTeo0"
"7jaGfBJlEYE","mrmoneyun","1080","Entertainment","62","78","0.0","0","0","zFeMoJgEODg"
"lDVCv-AEKyk","mrmoneyun","1080","Entertainment","62","178","0.0","0","0","W5p-pvb8V14"
"NK-AbaAPbVI","bryan92i","1135","Sports","92","4366","5.0","15","4","ePacifaFVAs"
"wod4OXI8zuU","bryan92i","1135","Sports","146","1153","4.8","5","4","ePacifaFVAs"
"DuypuVi4J9E","francilienne","1135","News & Politics","21","1245","5.0","4","5","ePacifaFVAs"
"ePacifaFVAs","Hermann59310","1134","Sports","228","39034","4.93","193","357","aGwx_mwN5TM"
